Ramphotyphlops multilineatus	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Ramphotyphlops	multilineatus	SCHLEGEL	1839	Hook-nosed blindsnake	No	No
Anilios nema	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	nema	SHEA & HORNER	1997		No	No
Anilios nigrescens	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	nigrescens	GRAY	1845	Blackish Blind Snake	No	No
Anilios nigroterminatus	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	nigroterminatus	PARKER	1931		No	No
Ramphotyphlops olivaceus	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Ramphotyphlops	olivaceus	GRAY	1845	Olive Blind Snake	No	No
Anilios pilbarensis	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	pilbarensis	APLIN	1993		No	No
Anilios pinguis	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	pinguis	WAITE	1897	Rotund Blind Snake	No	No
Anilios torresianus	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	torresianus	BOULENGER	1889	Southern New Guinea blindsnake	No	No
Anilios proximus	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	proximus	WAITE	1893	Proximus Blind Snake	No	No
Anilios robertsi	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	robertsi	COUPER, COVACEVICH, WILSON	1998		No	No
Anilios silvia	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	silvia	INGRAM & COVACEVICH	1993	Great Sandy Blind Snake, Sylvia's Blind Snake	No	No
Ramphotyphlops similis	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Ramphotyphlops	similis	BRONGERSMA	1934		No	No
Anilios splendidus	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	splendidus	APLIN	1998		No	No
Ramphotyphlops suluensis	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Ramphotyphlops	suluensis	TAYLOR	1918		No	No
Ramphotyphlops supranasalis	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Ramphotyphlops	supranasalis	BRONGERSMA	1934		No	No
Anilios tovelli	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	tovelli	LOVERIDGE	1945	Darwin Blind Snake	No	No
Anilios troglodytes	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	troglodytes	STORR	1981	Sandamara Blind Snake	No	No
Anilios unguirostris	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	unguirostris	PETERS	1867	Claw-snouted Blind Snake	No	No
Anilios waitii	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	waitii	BOULENGER	1895	Beaked Blind Snake	No	No
Anilios wiedii	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	wiedii	PETERS	1867	Brown-snouted Blind Snake	No	No
Ramphotyphlops willeyi	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Ramphotyphlops	willeyi	BOULENGER	1900		No	No
Anilios yampiensis	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	yampiensis	STORR	1981	Yampi Blind Snake	No	No
Anilios yirrikalae	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Anilios	yirrikalae	KINGHORN	1942	Yirrkala Blind Snake	No	No
Regina alleni	Natricidae, Colubroidea, Serpentes (snakes)	Regina	alleni	GARMAN	1874	Striped Crayfish Snake	No	No
Regina grahamii	Natricidae, Colubroidea, Serpentes (snakes)	Regina	grahamii	BAIRD & GIRARD	1853	Graham's Crayfish Snake	No	No
Regina rigida	Natricidae, Colubroidea, Serpentes (snakes)	Regina	rigida	SAY	1825	Glossy Crayfish Snake, Delta Crayfish Snake, Glossy Crayfish Snake, Gulf Crayfish Snake	No	No
Regina septemvittata	Natricidae, Colubroidea, Serpentes (snakes)	Regina	septemvittata	SAY	1825	Queen Snake	No	No
Rhabdophis adleri	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	adleri	ZHAO	1997		Yes	No
Rhabdophis angeli	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	angeli	BOURRET	1934	Angels Keelback	Yes	No
Rhabdophis auriculata	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	auriculata	GNTHER	1858	White-lined Water Snake	Yes	No
Rhabdophis barbouri	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	barbouri	TAYLOR	1922	Barbour's Water Snake	Yes	No
Rhabdophis callichroma	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	callichroma	BOURRET	1934	Bavi Keelback	Yes	No
Rhabdophis chrysargoides	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	chrysargoides	GNTHER	1858	Gnther's Keelback	Yes	No
Rhabdophis chrysargos	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	chrysargos	SCHLEGEL	1837	Specklebelly Keelback	Yes	No
Rhabdophis conspicillatus	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	conspicillatus	GNTHER	1872	Red-bellied Keelback	Yes	No
Rhabdophis himalayanus	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	himalayanus	GNTHER	1864	Orange-collared Keelback	Yes	No
Rhabdophis leonardi	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	leonardi	WALL	1923	Leonard's Keelback	Yes	No
Rhabdophis lineatus	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	lineatus	PETERS	1861		Yes	No
Rhabdophis murudensis	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	murudensis	SMITH	1925	Muruden Keelback, Gunung Murud Keelback	Yes	No
Rhabdophis nigrocinctus	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	nigrocinctus	BLYTH	1856	Green Keelback, Banded Keelback	Yes	No
Rhabdophis nuchalis	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	nuchalis	BOULENGER	1891	Hubei Keelback	Yes	No
Rhabdophis spilogaster	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	spilogaster	BOIE	1827	Boie's Keelback	Yes	No
Rhabdophis subminiatus	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	subminiatus	SCHLEGEL	1837	Red-necked Keelback	Yes	No
Rhabdophis swinhonis	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	swinhonis	GNTHER	1868	Taiwan Keelback	Yes	No
Rhabdophis tigrinus	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	tigrinus	BOIE	1826	Tiger Keelback	Yes	No
Rhabdops bicolor	Colubridae, incertae sedis, Colubroidea, Serpentes (snakes)	Rhabdops	bicolor	BLYTH	1854	Brown Trapezoid Snake, Two-colored Forestsnake	No	No
Rhabdops olivaceus	Colubridae, incertae sedis, Colubroidea, Serpentes (snakes)	Rhabdops	olivaceus	BEDDOME	1863	Olive Trapezoid Snake	No	No
Rhachidelus brazili	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhachidelus	brazili	BOULENGER	1908	Brazilian Bird Snake	No	No
Rhadinella anachoreta	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	anachoreta	SMITH & CAMPBELL	1994		No	No
Rhadinaea bogertorum	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	bogertorum	MYERS	1974	Oaxacan Graceful Brown Snake	No	No
Rhadinaea calligaster	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	calligaster	COPE	1876	Thick Graceful Brown Snake	No	No
Rhadinaea cuneata	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	cuneata	MYERS	1974	Veracruz Graceful Brown Snake	No	No
Rhadinaea decorata	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	decorata	GNTHER	1858	Adorned Graceful Brown Snake	No	No
Rhadinaea flavilata	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	flavilata	COPE	1871	Pine Woods Snake, Pine Woods Littersnake	No	No
Rhadinaea forbesi	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	forbesi	SMITH	1942	Forbes' Graceful Brown Snake	No	No
Rhadinaea fulvivittis	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	fulvivittis	COPE	1875	Ribbon Graceful Brown Snake	No	No
Rhadinaea gaigeae	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	gaigeae	BAILEY	1937	Gaige's Pine Forest Snake	No	No
Rhadinella godmani	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	godmani	GNTHER	1865	Godman's Graceful Brown Snake	No	No
Rhadinella hannsteini	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	hannsteini	STUART	1949	Hannstein's Spot-lipped Snake	No	No
Rhadinella hempsteadae	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	hempsteadae	STUART & BAILEY	1941	Hempstead's Pine Woods Snake	No	No
Rhadinaea hesperia	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	hesperia	BAILEY	1940	Western Graceful Brown Snake	No	No
Rhadinella kanalchutchan	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	kanalchutchan	MENDELSON & KIZIRIAN	1995		No	No
Rhadinella kinkelini	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	kinkelini	BOETTGER	1898	Kinkelin Graceful Brown Snake	No	No
Rhadinella lachrymans	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	lachrymans	COPE	1870	Tearful Pine-Oak Snake	No	No
Rhadinaea laureata	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	laureata	GNTHER	1868	Crowned Graceful Brown Snake	No	No
Rhadinaea macdougalli	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	macdougalli	SMITH & LANGEBARTEL	1949	MacDougall's Graceful Brown Snake	No	No
Rhadinaea marcellae	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	marcellae	TAYLOR	1949	Marcella's Graceful Brown Snake	No	No
Rhadinaea montana	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	montana	SMITH	1944	Nuevo Leon Graceful Brown Snake	No	No
Rhadinella montecristi	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	montecristi	MERTENS	1952	Monte Cristi Graceful Brown Snake	No	No
Rhadinaea myersi	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	myersi	ROSSMAN	1965	Myers' Graceful Brown Snake	No	No
Rhadinaea omiltemana	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	omiltemana	GNTHER	1894	Guerreran Pine Woods Snake	No	No
Rhadinella pilonaorum	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	pilonaorum	STUART	1954	Stuart's Graceful Brown Snake	No	No
Rhadinella posadasi	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	posadasi	SLEVIN	1936	Posada's Graceful Brown Snake	No	No
Rhadinaea pulveriventris	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	pulveriventris	BOULENGER	1896	Common Graceful Brown Snake	No	No
Rhadinaea quinquelineata	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	quinquelineata	COPE	1886	Pueblan Graceful Brown Snake	No	No
Rhadinella rogerromani	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	rogerromani	KHLER & MCCRANIE	1999		No	No
Rhadinaea sargenti	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	sargenti	DUNN & BAILEY	1939	Sargent's Graceful Brown Snake	No	No
Rhadinella schistosa	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	schistosa	SMITH	1941	Brokencollar Graceful Brown Snake	No	No
Rhadinella serperaster	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	serperaster	COPE	1871		No	No
Rhadinaea taeniata	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	taeniata	PETERS	1863	Pine-Oak Snake	No	No
Rhadinella tolpanorum	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	tolpanorum	HOLM & CRUZ	1994		No	No
Rhadinaea vermiculaticeps	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinaea	vermiculaticeps	COPE	1860	Vermiculate Graceful Brown Snake	No	No
Rhadinophanes monticola	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinophanes	monticola	MYERS & CAMPBELL	1981	Graceful Mountain Snake	No	No
Rhamnophis aethiopissa	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Rhamnophis	aethiopissa	GNTHER	1862	Large-eyed Green Treesnake, Splendid Dagger-tooth Tree snake	No	No
Rhamnophis batesii	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Rhamnophis	batesii	BOULENGER	1908	Spotted Dagger-tooth Tree Snake	No	No
Psammophylax acutus	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Psammophylax	acutus	GNTHER	1888	Striped Beaked Snake, Beaked skaapstekker	No	No
Rhamphiophis oxyrhynchus	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Rhamphiophis	oxyrhynchus	REINHARDT	1843		No	No
Rhamphiophis rubropunctatus	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Rhamphiophis	rubropunctatus	FISCHER	1884	Red Beaked Snake, Red-spotted beaked snake	No	No
Rhinobothryum bovallii	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Rhinobothryum	bovallii	ANDERSSON	1916		No	No
Rhinobothryum lentiginosum	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Rhinobothryum	lentiginosum	SCOPOLI	1785	Amazon Banded Snake	No	No
Rhinocheilus lecontei	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Rhinocheilus	lecontei	BAIRD & GIRARD	1853	Longnose Snake	No	No
Rhinoleptus koniagui	Leptotyphlopidae, Epictinae, Rhinoleptini, Typhlopoidea, Serpentes (snakes)	Rhinoleptus	koniagui	VILLIERS	1956	Villiers' Blind Snake	No	No
Rhinophis blythii	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	blythii	KELAART	1853	Blyth's Earth Snake	No	No
Rhinophis dorsimaculatus	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	dorsimaculatus	DERANIYAGALA	1941	Polkadot Earth Snake	No	No
Rhinophis drummondhayi	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	drummondhayi	WALL	1921	Drummond-Hay's Earth Snake	No	No
Rhinophis fergusonianus	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	fergusonianus	BOULENGER	1896	Cardamom Hills Earth Snake	No	No
Rhinophis oxyrhynchus	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	oxyrhynchus	SCHNEIDER	1801	Schneider's Earth Snake	No	No
Rhinophis philippinus	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	philippinus	CUVIER	1829	Peters' Philippine Earth Snake	No	No
Rhinophis porrectus	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	porrectus	WALL	1921		No	No
Rhinophis punctatus	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	punctatus	MLLER	1832	Mller's Earth Snake	No	No
Rhinophis sanguineus	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	sanguineus	BEDDOME	1863	Salty Earth Snake	No	No
Rhinophis travancoricus	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	travancoricus	BOULENGER	1892	Tamil Nadu Earth Snake, Travancore Shieldtail	No	No
Rhinophis homolepis	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	homolepis	HEMPRICH	1820	Trevelyan's Earth Snake	No	No
Rhinophis tricolorata	Uropeltidae, Henophidia, Serpentes (snakes)	Rhinophis	tricolorata	DERANIYAGALA	1975		No	No
Rhinoplocephalus bicolor	Elapidae, Serpentes (snakes)	Rhinoplocephalus	bicolor	MLLER	1885	Square-nosed Snake, Muller's Snake	Yes	No
Cryptophis boschmai	Elapidae, Serpentes (snakes)	Cryptophis	boschmai	BRONGERSMA & KNAAP VAN MEEUVEN	1961	Carpentaria whip snake	Yes	No
Cryptophis incredibilis	Elapidae, Serpentes (snakes)	Cryptophis	incredibilis	WELLS & WELLINGTON	1985		Yes	No
Cryptophis nigrescens	Elapidae, Serpentes (snakes)	Cryptophis	nigrescens	GNTHER	1862	Small-eyed Snake, Eastern Small-eyed Snake, Short-tailed Snake	Yes	No
Cryptophis nigrostriatus	Elapidae, Serpentes (snakes)	Cryptophis	nigrostriatus	KREFFT	1864	Black-striped snake	Yes	No
Cryptophis pallidiceps	Elapidae, Serpentes (snakes)	Cryptophis	pallidiceps	GNTHER	1858	Western Carpentaria Snake, Northern Small-eyed Snake	Yes	No
Grypotyphlops acutus	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Grypotyphlops	acutus	DUMRIL & BIBRON	1844	Beaked Worm Snake, Beaked Blind Snake	No	No
Afrotyphlops anomalus	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Afrotyphlops	anomalus	BOCAGE	1873	Angolan giant blind-snake, Anomalous Beaked Snake	No	No
Rhinotyphlops ataeniatus	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Rhinotyphlops	ataeniatus	BOULENGER	1912	Somali blind-snake	No	No
Rhinotyphlops boylei	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Rhinotyphlops	boylei	FITZSIMONS	1932	Boyle's Beaked Blind Snake	No	No
Letheobia caeca	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	caeca	DUMRIL	1856	Gabon Beaked Snake	No	No
Letheobia crossii	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	crossii	BOULENGER	1893	Cross' Beaked Snake	No	No
Letheobia debilis	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	debilis	JOGER	1990	Feeble gracile blind-snake	No	No
Letheobia erythraea	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	erythraea	SCORTECCI	1928	Eritrean Blind Snake	No	No
Letheobia feae	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	feae	BOULENGER	1906	St. Thomas Beaked Snake	No	No
Letheobia gracilis	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	gracilis	STERNFELD	1910	Gracile blind-snake, Urungu Beaked Snake	No	No
Letheobia graueri	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	graueri	STERNFELD	1912	Sternfeld's Beaked Snake	No	No
Letheobia kibarae	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	kibarae	DE WITTE	1953	Upemba gracile blind-snake, Katanga Beaked Snake	No	No
Rhinotyphlops lalandei	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Rhinotyphlops	lalandei	SCHLEGEL	1839	Delalande's Beaked Blind Snake	No	No
Madatyphlops leucocephalus	Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes (snakes)	Madatyphlops	leucocephalus	PARKER	1930	White-headed Beaked Snake	No	No
Letheobia lumbriciformis	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	lumbriciformis	PETERS	1874	Zanzibar gracile blind-snake, Wormlike Beaked Snake	No	No
Letheobia newtoni	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	newtoni	BOCAGE	1890		No	No
Letheobia pallida	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	pallida	COPE	1868	Zanzibar Beaked Snake	No	No
Letheobia praeocularis	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	praeocularis	STEJNEGER	1894	Lopoldville Beaked Snake	No	No
Letheobia rufescens	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	rufescens	CHABANAUD	1916	Oubangui gracile blind-snake, Haut-Oubangui Beaked Snake	No	No
Rhinotyphlops schinzi	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Rhinotyphlops	schinzi	BOETTGER	1887	(Schinz's) Beaked Blind Snake	No	No
Afrotyphlops schlegelii	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Afrotyphlops	schlegelii	BIANCONI	1847	Schlegel's Giant Blind Snake, Peter's Giant Blind Snake	No	No
Rhinotyphlops scortecci	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Rhinotyphlops	scortecci	GANS & LAURENT	1965	Scorteccis blind-snake	No	No
Letheobia simonii	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	simonii	BOETTGER	1879		No	No
Letheobia somalica	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	somalica	BOULENGER	1895	Highland Beaked Snake, Ethiopian Blind Snake	No	No
Letheobia stejnegeri	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	stejnegeri	LOVERIDGE	1931	Stejneger's Beaked Snake	No	No
Letheobia sudanensis	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	sudanensis	SCHMIDT	1923	Garamba gracile blind-snake, Sudan Beaked Snake	No	No
Rhinotyphlops unitaeniatus	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Rhinotyphlops	unitaeniatus	PETERS	1878	Yellow-striped blind-snake, Kenya Beaked Snake	No	No
Letheobia wittei	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	wittei	ROUX-ESTVE	1974	De Wittes gracile blind-snake, Witte's Beaked Snake	No	No
Rhynchocalamus arabicus	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Rhynchocalamus	arabicus	SCHMIDT	1933	Aden Kukri Snake	No	No
Rhynchocalamus melanocephalus	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Rhynchocalamus	melanocephalus	JAN	1862	Palestine Kukri Snake	No	No
Gonyosoma boulengeri	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Gonyosoma	boulengeri	MOCQUARD	1897	Rhinoceros Snake, Rhino Rat Snake	No	No
Salomonelaps par	Elapidae, Serpentes (snakes)	Salomonelaps	par	BOULENGER	1884	Solomons coral snake	Yes	No
Salvadora bairdi	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Salvadora	bairdi	JAN	1860	Baird's Patchnose Snake	No	No
Salvadora grahamiae	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Salvadora	grahamiae	BAIRD & GIRARD	1853	Mountain Patchnose Snake	No	No
Salvadora hexalepis	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Salvadora	hexalepis	COPE	1867	Western Patchnose Snake	No	No
Salvadora intermedia	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Salvadora	intermedia	HARTWEG	1940	Oaxacan Patchnose Snake	No	No
Salvadora lemniscata	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Salvadora	lemniscata	COPE	1895	Pacific Patchnose Snake	No	No
Salvadora mexicana	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Salvadora	mexicana	DUMRIL, BIBRON  & DUMRIL	1854	Mexican Patchnose Snake	No	No
Saphenophis antioquiensis	Dipsadidae, Colubroidea, Serpentes (snakes)	Saphenophis	antioquiensis	DUNN	1943	Dunn's Saphenophis Snake	No	No
Saphenophis atahuallpae	Dipsadidae, Colubroidea, Serpentes (snakes)	Saphenophis	atahuallpae	STEINDACHNER	1901	Atahuallpa Saphenophis Snake	No	No
Saphenophis boursieri	Dipsadidae, Colubroidea, Serpentes (snakes)	Saphenophis	boursieri	JAN	1867	Culebra de labios manchados	No	No
Saphenophis sneiderni	Dipsadidae, Colubroidea, Serpentes (snakes)	Saphenophis	sneiderni	MYERS	1973	Saphenophis Snake	No	No
Saphenophis tristriatus	Dipsadidae, Colubroidea, Serpentes (snakes)	Saphenophis	tristriatus	RENDAHL & VESTERGREN	1941		No	No
